[1.66422959 3.78631848 0.64347408]
[1.74834344 3.85082857 0.66680692]
[1.80225427 3.88898331 0.69956852]
[1.8653792  3.93537028 0.75462045]
[1.93294222 3.98927679 0.83259312]
[1.9873563  4.03670766 0.91012814]
[2.04629852 4.09347765 1.01217154]
[2.10782182 4.17146454 1.13959895]
[2.16358027 4.26275972 1.25244619]
[2.20413978 4.3466702  1.34326652]
[2.24025183 4.43442599 1.42935936]
[2.27603496 4.55219088 1.48166038]
[2.29317343 4.65001615 1.4745187 ]
[2.30488819 4.73882327 1.44893994]
[2.31611755 4.82996095 1.40826019]
[2.32767891 4.92918968 1.34973278]
[2.3444189  5.03163301 1.27484183]
[2.3655809  5.13665414 1.17775257]
[2.39770295 5.25225796 1.05014163]
[2.43270611 5.3447976  0.9446709 ]
[2.47373495 5.43601052 0.83902048]
[2.53817651 5.55428148 0.69540434]
[2.59256633 5.639336   0.59031151]
[2.65318922 5.71817645 0.48443807]
[2.74049844 5.8167893  0.34834493]
[2.80554623 5.88256258 0.27122612]
[2.87558308 5.94370682 0.22325133]
[2.95049969 6.0005989  0.19315287]
[3.01567746 6.0474369  0.16973929]
[3.07179001 6.08602401 0.14742456]
[3.13441132 6.125729   0.09623669]
[3.18723276 6.15447716 0.03991089]
[ 3.23248212  6.17461029 -0.00870151]
[ 3.28805327  6.19390396 -0.07516735]
[ 3.3248309   6.20358139 -0.12893324]
[ 3.3566881   6.20937124 -0.18011941]
[ 3.38975261  6.21039375 -0.22865989]
[ 3.40767997  6.20695329 -0.23474315]
[ 3.41690037  6.20366734 -0.22653283]
[ 3.41862469  6.20200948 -0.2171932 ]
[ 3.41859434  6.2013829  -0.20829078]
[ 3.4226081   6.1997957  -0.18755506]
[ 3.42727734  6.19815806 -0.16632367]
[ 3.43961493  6.19608001 -0.16651378]
[ 3.45535624  6.19343703 -0.16640987]
[ 3.47784867  6.18965913 -0.16641592]
[ 3.52108983  6.18246983 -0.16571424]
[ 3.558918    6.17606969 -0.16660073]
[ 3.61530642  6.16671762 -0.16513686]
[ 3.67622033  6.15692096 -0.16343155]
[ 3.74649838  6.14514326 -0.16576161]
[ 3.81406895  6.13384517 -0.16569584]
[ 3.8982378   6.11978999 -0.16682741]
[ 3.9865309   6.1053895  -0.17421232]
[ 4.06759749  6.0922764  -0.18749982]
[ 4.17834493  6.07383823 -0.2205158 ]
[ 4.2705362   6.05695169 -0.26223874]
[ 4.3520544  6.0393631 -0.3047271]
[ 4.42978193  6.01958192 -0.3364498 ]
[ 4.5145759   5.99678939 -0.36954447]
[ 4.59752307  5.97331919 -0.41147975]
[ 4.67538856  5.94820321 -0.47388584]
[ 4.74982693  5.91930598 -0.56065859]
[ 4.80486156  5.89130934 -0.61442695]
[ 4.85271889  5.8639006  -0.66299587]
[ 4.88354637  5.84538603 -0.70058896]
[ 4.91681998  5.82322443 -0.7405912 ]
[ 4.93554953  5.80855533 -0.75590871]
[ 4.949539    5.79608787 -0.76036567]
[ 4.9553791   5.79121513 -0.76386296]
[ 4.9545182   5.79082034 -0.75723234]
